+----------------------------------+--------------+----------------------------------------------------------------------------------------------------------------+---------------------+---------------------+---------------------+-----------+
| token                            | weights_type | title                                                                                                          | created_at          | user_deleted_at     | mod_deleted_at      | use_count |
| weight_mg7q281h6zkk783aqvn438s7r | tt2          | Darth Sidious (Old)                                                                                            | 2021-07-01 01:18:06 | NULL                | NULL                |     11223 |
| weight_v13fqm72sdpaa1h2gwbg4bhmt | tt2          | Narradora de Desastres Estéticos. (Botched Up Bodies, Castillian Spanish.) Versión MEJORADA                    | 2022-12-22 02:59:56 | NULL                | NULL                |     11203 |
| weight_ksh540jps7fdes33ge8mqfmvx | tt2          | zeb 89                                                                                                         | 2023-04-23 18:16:32 | NULL                | NULL                |     11163 |
| weight_3d8s7r5vxwqv9k6tr5vwk16m3 | tt2          | Rapunzel                                                                                                       | 2023-04-13 19:14:41 | NULL                | NULL                |     11131 |
| weight_dswgv6m5p99pvxc6w23rsfsd5 | tt2          | Eminem (Modern)                                                                                                | 2023-12-22 00:32:23 | NULL                | NULL                |     11095 |
| weight_dkw8zfmxsfswp6xs23wnq96fp | tt2          | Jaden Yuki (Season 4 version)                                                                                  | 2021-11-05 01:09:46 | NULL                | NULL                |     11069 |
| weight_1pv57jwfev8sr0f4wp296zhp0 | tt2          | Pedro Aznar                                                                                                    | 2022-04-08 00:17:36 | NULL                | NULL                |     11066 |
| weight_vmb2bthes1mg52y8482nbcf3j | tt2          | Tony Montana (André Sogliuzzo)                                                                                 | 2022-10-01 01:02:45 | NULL                | NULL                |     11051 |
| weight_bt5jhyaygn6qrnd996g89krh1 | tt2          | Wario (Super Mario, Charles Martinet)                                                                          | 2021-10-12 15:25:22 | NULL                | NULL                |     11051 |
| weight_b6gdydaekdaewne16t63wzew3 | tt2          | Narradora Femenina Joven. (Castillian Spanish.)                                                                | 2023-03-08 13:10:30 | NULL                | NULL                |     11031 |
| weight_h25scf28d6s16887bwssx7rys | tt2          | Kyle Broflovski (early seasons)                                                                                | 2022-07-21 15:59:51 | NULL                | NULL                |     10999 |
| weight_wt04r9kqddt7wth1jr2ah3dn5 | tt2          | Pokemon Narrator (4Kids)                                                                                       | 2022-08-28 12:26:19 | NULL                | NULL                |     10979 |
| weight_57tzvd1zvbtxb7r35ksp70sdy | tt2          | Ahsoka Tano (Ashley Eckstein)                                                                                  | 2022-08-01 16:13:45 | NULL                | NULL                |     10954 |
| weight_z8a7ht6r1ek9c0ckb56pqq9p0 | tt2          | Carl Johnson V2 (Christopher Bellard AKA Young Maylay, Grapheme)                                               | 2022-11-09 03:25:38 | NULL                | NULL                |     10910 |
| weight_1ffw0z0areczz6hfh31466c3q | tt2          | Samuel L Jackson (Angry)                                                                                       | 2023-03-07 19:46:26 | NULL                | NULL                |     10900 |
| weight_23d39202wfrt24z5xbqqsjwhj | tt2          | Spongebob Schwammkopf                                                                                          | 2023-03-20 23:11:20 | NULL                | 2023-08-01 14:00:15 |     10891 |
| weight_9tx0nc8eak8qm2s4f0w4s5t86 | tt2          | TikTok TTS                                                                                                     | 2022-04-25 20:37:10 | 2023-09-09 21:50:07 | NULL                |     10877 |
| weight_vgj7z1t62cwtgqag5nqdeaga3 | tt2          | "Germán Garmendia" (JuegaGerman)                                                                               | 2023-10-28 16:53:18 | 2024-02-21 15:43:38 | NULL                |     10847 |
| weight_5by9kjm8vr8xsp7abe8zvaxc8 | tt2          | SpongeBob SquarePants (Seasons 3–9A) (BETA)                                                                    | 2024-01-07 20:29:51 | NULL                | NULL                |     10843 |
| weight_zhmna48rgkhp0n7kpqm4nv5zz | rvc_v2       | Pierluigi Pardo                                                                                                | 2023-10-27 14:04:32 | NULL                | NULL                |     10838 |
| weight_0tpvq61ywzad37jqc78hyzpzb | tt2          | Carl Johnson v2 (Christopher Bellard aka Young Maylay)                                                         | 2022-12-11 11:56:33 | NULL                | NULL                |     10832 |
| weight_5n1ehs8jdy6j4n6mfapnw2gk7 | tt2          | Mario (Mario Kart 64)                                                                                          | 2022-08-20 20:45:28 | NULL                | NULL                |     10828 |
| weight_jpqqy3vkrx7g9c3r3bg38ate0 | tt2          | Announcer (BFDI) (NaturalReader Mike)                                                                          | 2022-07-04 17:58:50 | NULL                | NULL                |     10788 |
| weight_hehc02gj86ffaw466rragzx4r | tt2          | Dilma Rousseff                                                                                                 | 2023-04-13 20:53:44 | NULL                | NULL                |     10785 |
| weight_f23begq1je8rc966mpgwpb1ew | tt2          | Alamuerte el Destructor                                                                                        | 2023-02-01 18:28:05 | NULL                | NULL                |     10783 |
